año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
1979,July,Tuesday,Virgin Islands,terrestre,Diurno,Prinair,de Havilland DH-114 Heron,N575PR,The aircraft attained a nose-high attitude and pitched up shortly after taking off. The pilot's loss of control of the aircraft after takeoff because of the aircraft's grossly overweight and out-of-balance condition which resulted from misloading by the company's load control personnel. The misloading was due to the failure of the company to supervise and enforce its loading procedures.,21,8,0,8,de,Con Registracion
1979,July,Tuesday,UK,terrestre,Diurno,Dan Air Services,Hawker Siddeley HS-748-1,G-BEKF,Crashed into the sea after overrunning the runway while taking off. Locked condition of the elevators which prevented the rotation of the aircraft into a flying attitude. Gust lock became re-engaged during pre- flight check.,47,17,0,17,Hawker,Con Registracion
1979,August,Thursday,United States,terrestre,Sin Dato,Private,Cessna  501 Citation,N15NY,"The aircraft crashed 1,000 feet short of the runway during a landing attempt at Akron-Canton airfield. Baseball player Thurman Munson, 32,  who was piloting the aircraft, was killed. Munson who was practicing takeoffs and landings, allowed the plane to get too low and then slowed the aircraft to 10 knots below safe landing speed.",3,1,0,1,Cessna,Con Registracion
1979,August,Friday,Rusia,terrestre,Sin Dato,Aeroflot,LET 410M turbojet,CCCP-67206,Crashed due to engine failure on approach.,14,14,0,14,LET,Con Registracion
1979,August,Saturday,India,terrestre,Sin Dato,Indian Airlines,Hindustan Aeronautics 748 2-224,VT-DXJ,Crashed into the Kiroli Hills while on approach to Bombay at night. Momentary/intermittent loss of electrical contact in the G/S system of aircraft which gave the pilot an erroneous impression of the interception of the glide slope.,45,45,0,45,Hindustan,Con Registracion
1979,August,Saturday,Russia,terrestre,Diurno,Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,65735/65816,"Midair collision at 27,200 ft. Separation error by air traffic controller. Eight-four killed on the 65735 and 94 on the 65816. Fourteen players and 3 staff members of the Russian soccer team, Pakhtakor Tashkent were killed.",178,178,0,178,Tupolev,Con Registracion
1979,August,Friday,Rusia,terrestre,Sin Dato,Aeroflot,Antonov AN-12,CCCP-12963,Crashed into a wooded area after all four engines flamed out. Fuel contamination.,16,11,0,11,Antonov,Con Registracion
1979,August,Wednesday,Russia,terrestre,Nocturno,Aeroflot,Tupolev TU-124,CCCP-45038,The aircraft lost control went into a spin and crashed after an uncommanded flap extension at FL270.,63,63,0,63,Tupolev,Con Registracion
1979,September,Monday,Russia,terrestre,Sin Dato,Aeroflot,Antonov AN-24,CCCP-46269,The plane undershot the runway and crashed.,44,40,0,40,Antonov,Con Registracion
1979,September,Tuesday,Taiwan,terrestre,Sin Dato,China Airlines (Taiwan),Boeing 707-324C,B-1834,Crashed into the sea after taking off.,6,6,0,6,Boeing,Con Registracion
1979,September,Friday,United States,terrestre,Nocturno,Butler Aviation Inc.,Douglas DC-7,N455SW,The plane was transporting company employees when it hit Surveyor Mountain 7 minutes after taking off from Klamath Falls. The plane hit trees along the crest of a mountain ridge along the flight path. Crew error. The crew's decision to undertake a direct point-to-point high cruise speed flight at low altitude.,12,12,0,12,Douglas,Con Registracion
1979,September,Friday, Italy,terrestre,Sin Dato,Aero Transporti Italiani,McDonnell Douglas DC-9-32,I-ATJC,"The aircraft hit a mountain at an altitude of 2,000 ft. during an approach in poor weather. Crew's misjudgement in selection of a low altitude flight profile and inadequate ATC assistance.",31,31,0,31,McDonnell,Con Registracion
1979,September,Tuesday,Canada,terrestre,Sin Dato,Pacific Coastal Airlines,Britten Norman BN-7A lslander,C-FZVV,Struck high ground in thick fog.,9,4,0,4,Britten,Con Registracion
1979,September,Sunday,British Columbia Canada,terrestre,Diurno,West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,C-FWAF,"The aircraft was on finals when it suddenly turned right and descended in a right wing-down attitude, striking the ground and cartwheeling into trees.",16,2,0,2,de,Con Registracion
1979,October,Sunday,Greece,terrestre,Nocturno,Swissair,McDonnell Douglas DC-8-62,HB-IDE,The aircraft overran the runway and crashed with the left wing and tail separating before the aircraft came to a rest. The crew touched down too far down the runway at a speed higher than normal after a non-stabilized final approach. The crew did not fully apply the braking systems after a touchdown under known adverse conditions.,156,14,0,14,McDonnell,Con Registracion
1979,October,Monday,United States,terrestre,Diurno,Comair,Piper PA-31,N6642L,The plane crashed after engine failure for undetermined reasons. Improper flap configueration. Plane overloaded. Hurried departure. Inadequate flight training.,8,8,0,8,Piper,Con Registracion
1979,October,Saturday,Russia,terrestre,Diurno,Aeroflot,Antonov An-2TP,CCCP-32322,The cargo plane crashed on takeoff. Improper loading.,12,3,0,3,Antonov,Con Registracion
1979,October,Wednesday,Mexico,terrestre,Nocturno,Western Airlines,McDonnell Douglas DC-10-10,N903WA,"The aircraft struck a vehicle after landing on a closed runway in fog. The tower warned the flight three times about the closed runway. Non-compliance with the meteorological minima for the approach procedure, as cleared.  Failure to comply with the aircraft's operating procedures during the approach phase, and landing on a runway closed to traffic.",88,72,1,73,McDonnell,Con Registracion
1979,November,Thursday,United States,terrestre,Diurno,American Airlines,Boeing B-727,Sin Dato,"While en route from Chicago to Washington an explosive device detonated in the baggage compartment. The aircraft was flying at an altitude of approximately 34,500 feet, when the flight crew experienced a noise which they described as a thump. Smoke subsequently filled the cabin and the aircraft was forced to make an emergency landing at Washington-Dulles Airport. The bomb was planted by the Unabomber, a man who had been accused of attacks over an 18-year period. He was arrested in April 1996 and subsequently received a life sentence.",78,0,0,0,Boeing,Sin Registracion
1979,November,Friday,Russia,terrestre,Diurno,Aeroflot,Yakovlev YAK-40,CCCP-87454,The cargo plane descended below the decision height without having established ground contact and crashed into a wooded area.,5,3,0,3,Yakovlev,Con Registracion
1979,November,Sunday,United States,terrestre,Nocturno,Transamerica Airlines,Lockheed L-188CF Electra,N859U,"During the descent the aircraft attained a high airspeed and high rate of descent and disintegrated in flight. A progressive failure in the aircraft's electrical system leading to the disabling or erratic performance of some critical flight instruments and flight instrument lighting while the flight was operating in night instrument meteorological condition. As a result of these conditions, the flight crew could not resolve the instrumentation anomalies to determine proper aircraft attitude reference, and became disoriented and lost control of the aircraft. The crew's efforts to regain control of the aircraft imposed aerodynamic loads which exceeded design limits of the aircraft and caused it to break up in flight.",3,3,0,3,Lockheed,Con Registracion
1979,November,Monday,Saudi Arabia,terrestre,Nocturno,Pakistan International Airlines,Boeing B-707-340C,AP-AWZ,After being airborne about a half an hour a cabin attendant reported a fire in the aft cabin area. Seventeen minutes later the aircraft crashed into a rocky desert while attempting an emergency landing. The blaze may have been started by a passenger possibly from a leaking kerosene stove carried aboard by a Haj pilgrim passenger.,156,156,0,156,Boeing,Con Registracion
1979,November,Wednesday,Antarctica,terrestre,Diurno,Air New Zealand,McDonnell Douglas DC-10-30,ZK-NZP,"The aircraft crashed into the slopes of Mt. Erebus while on sightseeing flight to Antarctica. An incorrect computer-stored flight plan resulted in a navigational error directing the flight towards Mt. Erebus. Because of overcast, the crew descended below authorized altitude. Contributing to the accident was the crew's inexperience with flying the Antarctic route. Information about the navigational errors was suppressed by officials.",257,257,0,257,McDonnell,Con Registracion
1979,November,Friday,Colombia,terrestre,Sin Dato,Aerolineas La Gaviola,Grumman G-21 Goose,HK-2059,Sin Dato,9,9,0,9,Grumman,Con Registracion
1979,December,Sunday,Russia,terrestre,Sin Dato,Aeroflot,Antonov AN-26,CCCP-26547,Shifting cargo caused the pilot to lose control and crash into a hotel.,7,7,0,7,Antonov,Con Registracion
1979,December,Wednesday,Bolivia,terrestre,Sin Dato,CAMBA,Martin 404,CP-1440,Sin Dato,11,10,0,10,Martin,Con Registracion
1979,December,Tuesday,Colombia,terrestre,Sin Dato,SATENA,Douglas DC-4 (C-54),FAC-1106,Impacted a mountainside at an altitude of 3400 m.,21,21,0,21,Douglas,Con Registracion
1979,December,Saturday,Peru,terrestre,Diurno,Fuerza Aérea del Peru,de Havilland Canada DHC-5 Buffalo,FAP-348,Crashed into the jungle on a domestic flight 20 miles from its destination. Severe thunderstorms associated with windshear and  a hurricane is believed to have caused the crash.,29,29,0,29,de,Con Registracion
1979,December,Sunday,Turkey,terrestre,Sin Dato,Turkish Airlines (THY),Fokker F-28 Fellowship 1000,TC-JAT,"Crashed into Cubuk Hill in fog, two minutes away from landing at the airport.  The crew had deviated from the localizer course while on an ILS approach in poor weather conditions.The aircraft was named ""Trabzon.""",45,41,0,41,Fokker,Con Registracion
1979,December,Sunday,Papua New Guinea,terrestre,Sin Dato,Douglas Airways,GAF Nomad 22B,P2-DNL,Crashed into the side of a hill after a go-around.,16,16,0,16,GAF,Con Registracion
1980,January,Wednesday,Haiti,terrestre,Sin Dato,Haïti Air Inter,Britten Norman BN Islander,HH-CNC,Struck high ground in poor visibility while en route.,9,9,0,9,Britten,Con Registracion
1980,January,Friday,Over the Atlantic Ocean,maritimo,Nocturno,Private charter,Cessna 441 Conquest,N442NC,"The plane was on a 45 minute fight from Shreveport to Baton Rouge Louisiana. The aircraft climbed past its assigned altitude and veered to the northeast. The FAA  tried to contact the aircraft without success. Fighter jets was scrambled to intercept the plane but observed no one at the controls and got no response to radio calls. The plane rose to an altitude of 41,600 feet and headed out to sea. The plane eventually ran out of fuel, descended to about 25,000 feet, went into a spin and crashed into 1,100 feet of water. No wreckage or remains were ever recovered. The official cause remains unknown although it is believed the occupants lost consciousness due to oxygen deprivation. Louisiana State University football coach Robert ""Bo"" Rein, 34, was killed.",2,2,0,2,Cessna,Con Registracion
1980,January,Monday,United States,terrestre,Diurno,Ambler Air Service,Cessna 185A,N1690Z,Crashed. Continued VFR flight into adverse weather conditions.,9,7,0,7,Cessna,Con Registracion
1980,January,Monday,Iran,terrestre,Nocturno,Iran Air,Boeing B-727-86,EP-IRD,"The aircraft crashed into a mountain during a landing attempt in fog and snow. Inoperative ground radar, inoperative ILS. The aircraft was named ""Shiraz.""",128,128,0,128,Boeing,Con Registracion
1980,January,Wednesday, Indonesia,terrestre,Sin Dato,Pelita Air Service,CASA 212 Aviocar 100,PK-PCX,"Hit high ground at 2,700 ft. in poor weather while on approach.",13,13,0,13,CASA,Con Registracion
1980,February,Sunday,Cuba,terrestre,Sin Dato,Cubana de Aviacon,Yakovlev YAK-40,CU-T1219,Crashed while attemping to land.,37,1,0,1,Yakovlev,Con Registracion
1980,February,Thursday,United States,terrestre,Diurno,Rotor Airs Inc - Air Taxi,Sikorsky S-62A,N442Y,"The helicopter experienced uncontrollable overspeeding, became airborne, lost power and crashed.",7,6,0,6,Sikorsky,Con Registracion
1980,February,Thursday,Australia,terrestre,Nocturno,Advance Airlines,Beechcraft Super King Air 200,VH-AAV,Crashed into a sea wall just 2 feet short of the runway while attemping an emergency landing.,13,13,0,13,Beechcraft,Con Registracion
1980,February,Wednesday,Philippines,terrestre,Nocturno,China Airlines (Taiwan),Boeing B-707-309C,B-1826,The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.,135,2,0,2,Boeing,Con Registracion
